"CAS","RunID","ModelCode","Value","RefID","DataFlag","ShowDataWarning","Comments","UserModified","userComment","DoNotShowValue"
564250,,"MW","444.45",44,,1,,0,,0
564250,,"Pc","-9999",143,"D",0,,0,,1
564250,,"RCF","0.849",9,"C",1,"Calculated by model based on log Kow using correlation equation in cited reference.",0,,0
564250,,"RfC","0",196,"M",0,,0,,0
564250,,"RfD","0",196,"M",0,,0,,0
564250,,"RfD_fish","0",196,"M",0,,0,,1
564250,,"RfD_food","0",196,"M",0,,0,,1
564250,,"RfD_soil","0",196,"M",0,,0,,1
564250,,"RfD_water","0",196,"M",0,,0,,1
564250,,"Sol","630",44,,0,,0,,0
564250,,"tb","690.6",54,"E",0,"v.4.5, 2009",0,,1
564250,,"tc","-9999",143,"D",0,,0,,1
564250,,"UseRfDPath","0",146,,0,,0,,1
657249,,"AntB","-9999",143,"D",0,,0,,1
657249,,"Antc","-9999",143,"D",0,,0,,1
657249,,"BrExfruit","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
657249,,"BrExveg","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
657249,,"BrForage","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
657249,,"BrGrain","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
657249,,"BrProfruit","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
657249,,"BrProveg","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
657249,,"BrSilage","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
7439896,,"BCF_beef","0.245",6,"",1,"Ff =2.5E-04 day/kg; converted to BCF using Travis & Arms (1988)",0,"",0
335671,,"BCF_beef","0.153",218,"",1,"",0,"",0
657249,,"Bs","1",144,,0,"Always 1",0,,1
657249,,"Bv","0",143,"Z",1,"Set to zero: HLC <1E-10.",0,,0
657249,,"CAS","657249",146,,0,,0,,0
657249,,"ChemName","Metformin",146,,0,,0,,0
657249,,"ChemType","O",146,,0,,0,,1
657249,,"CSFOral","0",196,"M",0,,0,,0
657249,,"CTPWasteDry","0.709",244,,0,"Table 10; Nonparametric K-M",0,,0
657249,,"Da","0.0632",54,"E",1,,0,,0
657249,,"Dw","8.19E-6",54,"E",1,,0,,0
657249,,"HLC","0",143,"Z",1,"Low; set to zero",0,,0
657249,,"IUR","0",196,"M",0,,0,,0
657249,,"Kanaer","0.00513",18,"E",1,,0,,0
657249,,"kh","0",196,"M",1,,0,,0
657249,,"Koc","26.8",18,"E",1,,0,,0
657249,,"KpPar","18.07",25,,0,,0,,1
70458967,,"CTPWaste","0.18",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
657249,,"ksoil","0.0231",18,"E",1,,0,,0
657249,,"LogKow","-2.64",44,,1,,0,,0
657249,,"MW","129.17",44,,1,,0,,0
657249,,"Pc","-9999",143,"D",0,,0,,1
657249,,"RCF","0.831",9,"Bl",1,"Calculated by model based on lower-bound log Kow (-0.57) using correlation equation in cited reference.",0,,0
657249,,"RfC","0",196,"M",0,,0,,0
657249,,"RfD","0.079",16,,0,,0,,0
657249,,"RfD_fish","0.079",16,,0,,0,,1
657249,,"RfD_food","0.079",16,,0,,0,,1
657249,,"RfD_soil","0.079",16,,0,,0,,1
103902,,"Ref_BW_Bird","191",258,"C",0,"test species: Bobwhite quail",0,"test species: Bobwhite quail",0
106478,,"Ref_BW_Bird","0",196,"M",0,"",0,"",0
7440484,,"BCF_T3W","0",196,"M",0,,0,,0
7440484,,"BCF_T4F","0",196,"M",0,,0,,0
7440484,,"BCF_T4W","0",196,"M",0,,0,,0
7440508,,"BCF_T3F","0",55,,0,"p.21; bluegill muscle (Benoit, 1975)",0,,0
7440508,,"BCF_T3W","0",55,,0,"p.21; bluegill muscle (Benoit, 1975)",0,,0
7440508,,"BCF_T4F","0",55,,0,"p.21; bluegill muscle (Benoit, 1975)",0,,0
657249,,"RfD_water","0.079",16,,0,,0,,1
657249,,"Sol","0.889",18,"E",0,"Estimated at 25 deg C",0,,0
657249,,"tb","268.97",18,"E",0,,0,,1
657249,,"tc","-9999",143,"D",0,,0,,1
657249,,"UseRfDPath","0",146,,0,,0,,1
723466,,"AntB","-9999",143,"D",0,,0,,1
723466,,"Antc","-9999",143,"D",0,,0,,1
723466,,"BrExfruit","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
723466,,"BrExveg","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
723466,,"BrForage","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
723466,,"BrGrain","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
723466,,"BrProfruit","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
723466,,"BrProveg","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
723466,,"BrSilage","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
723466,,"Bs","1",144,,0,"Always 1",0,,1
723466,,"Bv","0",143,"Z",1,"Set to zero: HLC <1E-10.",0,,0
723466,,"CAS","723466",146,,0,,0,,0
723466,,"ChemName","Sulfamethoxazole",146,,0,,0,,0
723466,,"ChemType","O",146,,0,,0,,1
723466,,"CSFOral","0",196,"M",0,,0,,0
723466,,"CTPWasteDry","0.142",244,,0,"Table 10; Nonparametric K-M",0,,0
723466,,"Da","0.0514",54,"E",1,,0,,0
723466,,"Dw","7.11E-6",54,"E",1,,0,,0
723466,,"HLC","0",143,"Z",1,"Low; set to zero",0,,0
723466,,"IUR","0",196,"M",0,,0,,0
723466,,"Kanaer","0.00205",18,"E",1,,0,,0
723466,,"kh","0",196,"M",1,,0,,0
723466,,"Koc","72",28,,1,,0,,0
723466,,"KpPar","18.07",25,,0,,0,,1
723466,,"ksoil","0.00924",18,"E",1,,0,,0
723466,,"LogKow","0.89",44,,1,,0,,0
723466,,"MW","253.28",44,,1,,0,,0
723466,,"Pc","-9999",143,"D",0,,0,,1
723466,,"RCF","0.966",9,"C",1,"Calculated by model based on log Kow using correlation equation in cited reference.",0,,0
723466,,"RfC","0",196,"M",0,,0,,0
723466,,"RfD","0.28",52,,0,,0,,0
723466,,"RfD_fish","0.28",52,,0,,0,,1
723466,,"RfD_food","0.28",52,,0,,0,,1
723466,,"RfD_soil","0.28",52,,0,,0,,1
723466,,"RfD_water","0.28",52,,0,,0,,1
723466,,"Sol","379",44,,0,,0,,0
2795393,,"BCF_beef","0.874",218,"",1,"",0,"",0
3380345,,"BCF_beef","0.238",49,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,"",0
723466,,"tb","414.01",18,"E",0,,0,,1
723466,,"tc","-9999",143,"D",0,,0,,1
723466,,"UseRfDPath","0",146,,0,,0,,1
738705,,"AntB","-9999",143,"D",0,,0,,1
738705,,"Antc","-9999",143,"D",0,,0,,1
738705,,"BrExfruit","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
16065831,,"CTPWaste","91",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
738705,,"BrExveg","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
738705,,"BrForage","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
738705,,"BrGrain","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
738705,,"BrProfruit","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
738705,,"BrProveg","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
738705,,"BrSilage","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
738705,,"Bs","1",144,,0,"Always 1",0,,1
738705,,"Bv","0",143,"Z",1,"Set to zero: HLC <1E-10.",0,,0
738705,,"CAS","738705",146,,0,,0,,0
738705,,"ChemName","Trimethoprim",146,,0,,0,,0
738705,,"ChemType","O",146,,0,,0,,1
738705,,"CSFOral","0",196,"M",0,,0,,0
7440508,,"BCF_T4W","0",55,,0,"p.21; bluegill muscle (Benoit, 1975)",0,,0
7440622,,"BCF_T3F","32",208,"S",0,"BCF",0,,0
7440622,,"BCF_T3W","32",208,"S",0,"BCF",0,,0
7440622,,"BCF_T4F","32",208,"S",0,"BCF",0,,0
7440622,,"BCF_T4W","32",208,"S",0,"BCF",0,,0
7440666,,"BCF_T3F","2060",25,"S",0,"BCF; HHRAP database",0,,0
7440666,,"BCF_T3W","2060",25,"S",0,"BCF; HHRAP database",0,,0
738705,,"CTPWasteDry","0.0742",244,,0,"Table 10; Nonparametric K-M",0,,0
738705,,"Da","0.0403",54,"E",1,,0,,0
738705,,"Dw","5.65E-6",54,"E",1,,0,,0
738705,,"HLC","0",143,"Z",1,"Low; set to zero",0,,0
738705,,"IUR","0",196,"M",0,,0,,0
738705,,"Kanaer","0.00128",18,"E",1,"Estimated ",0,,0
738705,,"kh","0",196,"M",1,,0,,0
738705,,"Koc","719",18,"E",1,,0,,0
738705,,"KpPar","18.07",25,,0,,0,,1
738705,,"ksoil","0.00578",18,"E",1,"Estimated ",0,,0
738705,,"LogKow","0.91",44,,1,"Experimental value.",0,,0
738705,,"MW","290.32",44,,1,,0,,0
738705,,"Pc","-9999",143,"D",0,,0,,1
738705,,"RCF","0.972",9,"C",1,"Calculated by model based on log Kow using correlation equation in cited reference.",0,,0
738705,,"RfC","0",196,"M",0,,0,,0
738705,,"RfD","0",196,"M",0,,0,,0
738705,,"RfD_fish","0",196,"M",0,,0,,1
738705,,"RfD_food","0",196,"M",0,,0,,1
738705,,"RfD_soil","0",196,"M",0,,0,,1
738705,,"RfD_water","0",196,"M",0,,0,,1
738705,,"Sol","400",44,,0,"Experimental value at 25 deg C",0,,0
738705,,"tb","523.7",54,"E",0,,0,,1
738705,,"tc","-9999",143,"D",0,,0,,1
738705,,"UseRfDPath","0",146,,0,,0,,1
1163195,,"AntB","-9999",143,"D",0,,0,,1
1163195,,"Antc","-9999",143,"D",0,,0,,1
51481619,,"Koc","302",26,,1,,0,,0
51481619,,"KpPar","18.07",25,,0,,0,,1
51481619,,"ksoil","0.00924",18,"E",1,,0,,0
51481619,,"LogKow","0.4",44,,1,,0,,0
51481619,,"MW","252.34",44,,1,,0,,0
51481619,,"Pc","-9999",143,"D",0,,0,,1
51481619,,"RCF","0.881",9,"C",1,"Calculated by model based on log Kow using correlation equation in cited reference.",0,,0
51481619,,"RfC","0",196,"M",0,,0,,0
51481619,,"RfD","0.029",16,,0,,0,,0
51481619,,"RfD_fish","0.029",16,,0,,0,,1
51481619,,"RfD_food","0.029",16,,0,,0,,1
51481619,,"RfD_soil","0.029",16,,0,,0,,1
51481619,,"RfD_water","0.029",16,,0,,0,,1
51481619,,"Sol","9380",44,,0,,0,,0
51481619,,"tb","618.8",54,"E",0,"v.4.5, 2009",0,,1
51481619,,"tc","-9999",143,"D",0,,0,,1
51481619,,"UseRfDPath","0",146,,0,,0,,1
7440702,,"CTPWaste","4.0E+04",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
54910893,,"AntB","-9999",143,"D",0,,0,,1
54910893,,"Antc","-9999",143,"D",0,,0,,1
54910893,,"BrExfruit","0.177",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
54910893,,"BrExveg","0.177",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
54910893,,"BrForage","0.177",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
54910893,,"BrGrain","0.177",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
54910893,,"BrProfruit","0.177",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
54910893,,"BrProveg","0.177",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
54910893,,"BrSilage","0.177",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
54910893,,"Bs","1",144,,0,"Always 1",0,,1
54910893,,"Bv","12900",5,"C",1,"Calculated by model based on log Kow and HLC using correlation equation in cited reference.",0,,0
54910893,,"CAS","54910893",146,,0,,0,,0
54910893,,"ChemName","Fluoxetine",146,,0,,0,,0
54910893,,"ChemType","O",146,,0,,0,,1
54910893,,"CSFOral","0",196,"M",0,,0,,0
54910893,,"CTPWasteDry","0.778",71,,0,"Table 4-6; Lognormal",0,,0
54910893,,"Da","0.0375",54,"E",1,,0,,0
54910893,,"Dw","5.12E-6",54,"E",1,,0,,0
54910893,,"HLC","8.9E-8",44,,1,,0,,0
54910893,,"IUR","0",196,"M",0,,0,,0
54910893,,"Kanaer","0.00128",18,"E",1,,0,,0
54910893,,"kh","0",196,"M",1,,0,,0
54910893,,"Koc","93500",18,"E",1,,0,,0
54910893,,"KpPar","18.07",25,,0,,0,,1
54910893,,"ksoil","0.00578",18,"E",1,,0,,0
54910893,,"LogKow","4.05",44,,1,,0,,0
54910893,,"MW","309.33",44,,1,,0,,0
54910893,,"Pc","-9999",143,"D",0,,0,,1
70458967,,"Da","0.0331",54,"E",1,,0,,0
7440393,,"BCF_milk","0.00725",6,"",1,"Fm =3.5E-04 day/kg; converted to BCF using Travis & Arms (1988)",0,"",0
70458967,,"Dw","5.21E-6",54,"E",1,,0,,0
70458967,,"HLC","0",143,"Z",1,"Low; set to zero",0,,0
70458967,,"IUR","0",196,"M",0,,0,,0
70458967,,"Kanaer","0.00128",18,"E",1,,0,,0
70458967,,"kh","0",196,"M",1,,0,,0
70458967,,"Koc","18.7",18,"E",1,,0,,0
70458967,,"KpPar","18.07",25,,0,,0,,1
70458967,,"ksoil","0.00578",18,"E",1,,0,,0
70458967,,"LogKow","-1.03",44,,1,,0,,0
70458967,,"MW","319.34",44,,1,,0,,0
70458967,,"Pc","-9999",143,"D",0,,0,,1
70458967,,"RCF","0.831",9,"Bl",1,"Calculated by model based on lower-bound log Kow (-0.57) using correlation equation in cited reference.",0,,0
70458967,,"RfC","0",196,"M",0,,0,,0
70458967,,"RfD","0.19",51,,0,,0,,0
70458967,,"RfD_fish","0.19",51,,0,,0,,1
70458967,,"RfD_food","0.19",51,,0,,0,,1
70458967,,"RfD_soil","0.19",51,,0,,0,,1
70458967,,"RfD_water","0.19",51,,0,,0,,1
70458967,,"Sol","190",44,,0,,0,,0
70458967,,"tb","552.97",18,"E",0,,0,,1
70458967,,"tc","-9999",143,"D",0,,0,,1
70458967,,"UseRfDPath","0",146,,0,,0,,1
7440702,,"Ref_BW_Bird","0",196,"M",0,"",0,"",0
7487947,,"Ref_BW_Bird","150",122,"C",0,"test species: Japanese quail",0,"test species: Japanese quail",0
7783008,,"Ref_BW_Bird","0",196,"M",0,"",0,"",0
7783086,,"Ref_BW_Bird","1671",267,"C",0,"test species: Chicken",0,"test species: Chicken",0
11006761,,"Ref_BW_Bird","0",196,"M",0,"",0,"",0
14698294,,"Ref_BW_Bird","0",196,"M",0,"",0,"",0
14797558,,"Ref_BW_Bird","0",196,"M",0,"",0,"",0
14797650,,"Ref_BW_Bird","0",196,"M",0,"",0,"",0
15687271,,"Ref_BW_Bird","0",196,"M",0,"",0,"",0
16065831,,"Ref_BW_Bird","1500",262,"C",0,"test species: Chicken",0,"test species: Chicken",0
16984488,,"Ref_BW_Bird","181",122,"C",0,"test species: Screech owl",0,"test species: Screech owl",0
148798,,"RfC","0",196,"M",0,,0,,0
7440393,,"BCF_T4W","130",212,"S",0,"BCF",0,,0
154212,,"ksoil","0.00924",18,"E",1,"Estimated ",0,,0
154212,,"LogKow","0.2",44,,1,"Experimental value.",0,,0
154212,,"MW","406.54",44,,1,,0,,0
154212,,"Pc","-9999",143,"D",0,,0,,1
154212,,"RCF","0.863",9,"C",1,"Calculated by model based on log Kow using correlation equation in cited reference.",0,,0
154212,,"RfC","0",196,"M",0,,0,,0
154212,,"RfD","0.03",20,,0,"ADI; also available = FDA ADI 25 ug/kg/d see 21CFR556",0,,0
154212,,"RfD_fish","0.03",20,,0,"ADI; also available = FDA ADI 25 ug/kg/d see 21CFR556",0,,1
154212,,"RfD_food","0.03",20,,0,"ADI; also available = FDA ADI 25 ug/kg/d see 21CFR556",0,,1
154212,,"RfD_soil","0.03",20,,0,"ADI; also available = FDA ADI 25 ug/kg/d see 21CFR556",0,,1
154212,,"RfD_water","0.03",20,,0,"ADI; also available = FDA ADI 25 ug/kg/d see 21CFR556",0,,1
154212,,"Sol","92.2",18,"E",0,"Estimated at 25 deg C",0,,0
154212,,"tb","613.7",54,"E",0,,0,,1
22204531,,"CTPWaste","0.12",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
154212,,"tc","-9999",143,"D",0,,0,,1
154212,,"UseRfDPath","0",146,,0,,0,,1
298464,,"AntB","-9999",143,"D",0,,0,,1
298464,,"Antc","-9999",143,"D",0,,0,,1
298464,,"BrExfruit","1.49",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
298464,,"BrExveg","1.49",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
298464,,"BrForage","1.49",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
298464,,"BrGrain","1.49",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
298464,,"BrProfruit","1.49",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
298464,,"BrProveg","1.49",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
298464,,"BrSilage","1.49",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
298464,,"Bs","1",144,,0,"Always 1",0,,1
298464,,"Bv","373",5,"Bl",1,"Calculated by model based on log Kow and lower bound HLC (6.1E-8) using correlation equation in cited reference.",0,,0
298464,,"CAS","298464",146,,0,,0,,0
60348609,,"AntB","-9999",143,"D",0,,0,,1
60348609,,"Antc","-9999",143,"D",0,,0,,1
3380345,,"CTPWaste","25",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
723466,,"BCF_beef","0.0048",49,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,"",0
738705,,"BCF_beef","0.005",49,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,"",0
1163195,,"BCF_beef","0.084",49,"Bh",1,"Calculated by model based on upper-bound logKow (8.2) using correlation equation in cited reference.",0,"",0
298464,,"ChemName","Carbamazepine",146,,0,,0,,0
298464,,"ChemType","O",146,,0,,0,,1
298464,,"CSFOral","0",196,"M",0,,0,,0
298464,,"CTPWasteDry","0.497",71,,0,"Table 4-6; Lognormal",0,,0
298464,,"Da","0.0478",54,"E",1,,0,,0
298464,,"Dw","6.7E-6",54,"E",1,,0,,0
298464,,"HLC","1.08E-10",44,,1,,0,,0
298464,,"IUR","0",196,"M",0,,0,,0
298464,,"Kanaer","0.00205",18,"E",1,,0,,0
66357355,,"CTPWaste","0.19",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
298464,,"kh","0",196,"M",1,,0,,0
298464,,"Koc","510",28,,1,,0,,0
298464,,"KpPar","18.07",25,,0,,0,,1
298464,,"ksoil","0.00924",18,"E",1,,0,,0
11006761,,"Ref_BMD_Mammal","0",196,"M",0,"",0,"",0
14698294,,"Ref_BMD_Mammal","0",196,"M",0,"",0,"",0
14797558,,"Ref_BMD_Mammal","757",122,"C",0,"test species: Guinea Pig",0,"test species: Guinea Pig",0
14797650,,"Ref_BMD_Mammal","0",196,"M",0,"",0,"",0
15687271,,"Ref_BMD_Mammal","0",196,"M",0,"",0,"",0
16065831,,"Ref_BMD_Mammal","0.927",262,"C",0,"test species: Pig",0,"test species: Pig",0
16984488,,"Ref_BMD_Mammal","40.7",122,"C",0,"test species: Mink",0,"test species: Mink",0
7440417,,"BCF_T3F","19",55,,0,"p.10; bluegill whole body, BCF (Barrows et al., 1980)",0,,0
7440417,,"BCF_T3W","19",55,,0,"p.10; bluegill whole body, BCF (Barrows et al., 1980)",0,,0
7440417,,"BCF_T4F","19",55,,0,"p.10; bluegill whole body, BCF (Barrows et al., 1980)",0,,0
7440417,,"BCF_T4W","19",55,,0,"p.10; bluegill whole body, BCF (Barrows et al., 1980)",0,,0
7440428,,"BCF_T3F","0",196,"M",0,,0,,0
7440428,,"BCF_T3W","0",196,"M",0,,0,,0
7440428,,"BCF_T4F","0",196,"M",0,,0,,0
7440428,,"BCF_T4W","0",196,"M",0,,0,,0
7440439,,"BCF_T3F","907",25,"S",0,"BCF; HHRAP database",0,,0
298464,,"LogKow","2.45",44,,1,,0,,0
298464,,"MW","236.28",44,,1,,0,,0
298464,,"Pc","-9999",143,"D",0,,0,,1
298464,,"RCF","2.33",9,"C",1,"Calculated by model based on log Kow using correlation equation in cited reference.",0,,0
298464,,"RfC","0",196,"M",0,,0,,0
298464,,"RfD","0.00034",52,,0,,0,,0
298464,,"RfD_fish","0.00034",52,,0,,0,,1
298464,,"RfD_food","0.00034",52,,0,,0,,1
298464,,"RfD_soil","0.00034",52,,0,,0,,1
298464,,"RfD_water","0.00034",52,,0,,0,,1
298464,,"Sol","112",44,,0,,0,,0
298464,,"tb","410",18,"E",0,,0,,1
298464,,"tc","-9999",143,"D",0,,0,,1
298464,,"UseRfDPath","0",146,,0,,0,,1
564250,,"AntB","-9999",143,"D",0,,0,,1
564250,,"Antc","-9999",143,"D",0,,0,,1
564250,,"BrExfruit","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
564250,,"BrExveg","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
564250,,"BrForage","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
68631492,,"CTPWaste","0.066",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
564250,,"BrGrain","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
564250,,"BrProfruit","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
564250,,"BrProveg","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
564250,,"BrSilage","8.38",58,"Bl",1,"Calculated by model based on lower-bound logKow (1.15) using correlation equation in cited reference.",0,,0
1163195,,"BrExfruit","0.000153",58,"Bh",1,"Calculated by model based on upper-bound logKow (9.35) using correlation equation in cited reference.",0,,0
1163195,,"BrExveg","0.000153",58,"Bh",1,"Calculated by model based on upper-bound logKow (9.35) using correlation equation in cited reference.",0,,0
1163195,,"BrForage","0.000153",58,"Bh",1,"Calculated by model based on upper-bound logKow (9.35) using correlation equation in cited reference.",0,,0
1163195,,"BrGrain","0.000153",58,"Bh",1,"Calculated by model based on upper-bound logKow (9.35) using correlation equation in cited reference.",0,,0
1163195,,"BrProfruit","0.000153",58,"Bh",1,"Calculated by model based on upper-bound logKow (9.35) using correlation equation in cited reference.",0,,0
1163195,,"BrProveg","0.000153",58,"Bh",1,"Calculated by model based on upper-bound logKow (9.35) using correlation equation in cited reference.",0,,0
1163195,,"BrSilage","0.000153",58,"Bh",1,"Calculated by model based on upper-bound logKow (9.35) using correlation equation in cited reference.",0,,0
1163195,,"Bs","1",144,,0,"Always 1",0,,1
1163195,,"Bv","76500000",5,"Bh",1,"Calculated by model based on upper-bound log Kow (8.2) and HLC using correlation equation in cited reference.",0,,0
1163195,,"CAS","1163195",146,,0,,0,,0
91576,,"HLC","0.000518",44,,1,"Experimental value at 25 deg C.",0,,0
91576,,"IUR","0",196,"M",0,,0,,0
91576,,"Kanaer","0.00513",18,"E",1,"Estimated ",0,,0
91576,,"kh","0",28,,1,"2-Methylnaphthalene is not expected to undergo hydrolysis in the environment due to the lack of hydrolyzable functional groups. ",0,,0
91576,,"Koc","8500",28,,1,"Range reported is 4,400 to 8,500",0,,0
91576,,"KpPar","18.07",25,,0,,0,,1
91576,,"ksoil","0.0231",18,"E",1,"Estimated ",0,,0
91576,,"LogKow","3.86",44,,1,"Experimental value",0,,0
91576,,"MW","142.2",44,,1,,0,,0
91576,,"Pc","34.6",28,,0,,0,,1
91576,,"RCF","28.3",9,"C",1,"Calculated by model based on log Kow using correlation equation in cited reference.",0,,0
91576,,"RfC","0",196,"M",0,,0,,0
91576,,"RfD","0.004",29,,0,,0,,0
68359,,"CTPWaste","0.020",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
72140,,"CTPWaste","0.0084",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
91576,,"RfD_fish","0.004",29,,0,,0,,1
91576,,"RfD_food","0.004",29,,0,,0,,1
91576,,"RfD_soil","0.004",29,,0,,0,,1
91576,,"RfD_water","0.004",29,,0,,0,,1
91576,,"Sol","24.6",44,,0,"Experimental value at 25 deg C",0,,0
91576,,"tb","241.1",44,,0,,0,,1
91576,,"tc","488",28,,0,,0,,1
91576,,"UseRfDPath","0",146,,0,,0,,1
76573,,"CTPWaste","0.036",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
114078,,"AntB","-9999",143,"D",0,,0,,1
114078,,"Antc","-9999",143,"D",0,,0,,1
7440666,,"BCF_T4F","2060",25,"S",0,"BCF; HHRAP database",0,,0
7440666,,"BCF_T4W","2060",25,"S",0,"BCF; HHRAP database",0,,0
7440702,,"BCF_T3F","0",196,"M",0,,0,,0
7440702,,"BCF_T3W","0",196,"M",0,,0,,0
7440702,,"BCF_T4F","0",196,"M",0,,0,,0
7440702,,"BCF_T4W","0",196,"M",0,,0,,0
7487947,,"BCF_T3F","1600000",38,,0,"BAF, Table D-18",0,,0
114078,,"BrExfruit","0.66",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
114078,,"BrExveg","0.66",58,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,,0
16065831,,"tb","3000",15,,0,,0,,1
16065831,,"UseRfDPath","0",146,,0,,0,,1
16984488,,"BrExfruit","0.006",6,,1,"Br (p.11).",0,,0
16984488,,"BrExveg","0.06",6,,1,"Bv (p.10).",0,,0
16984488,,"BrForage","0.06",6,,1,"Bv (p.10).",0,,0
16984488,,"BrGrain","0.006",6,,1,"Br (p.11).",0,,0
16984488,,"BrProfruit","0.006",6,,1,"Br (p.11).",0,,0
16984488,,"BrProveg","0.006",6,,1,"Br (p.11).",0,,0
16984488,,"BrRoot","0.06",6,,1,"Bv (p.10).",0,,0
16984488,,"BrSilage","0.06",6,,1,"Bv (p.10).",0,,0
16984488,,"Bs","1",144,,0,"Always 1",0,,1
16984488,,"CAS","16984488",146,,0,,0,,0
16984488,,"ChemName","Fluoride",146,,0,,0,,0
16984488,,"ChemType","M",146,,0,,0,,1
16984488,,"CSFOral","0",196,"M",0,,0,,0
16984488,,"CTPWasteDry","135",244,,0,"Table 11; lognormal",0,,0
16984488,,"Da","0",197,,0,"Not applicable to metals",0,,1
16984488,,"Density","2.78",15,,1,,0,,0
